text,textLen,wordCount,features,scaledFeatures,tokenizedWordsString
"course—‘_I gave her one, they gave him two_—’ why, that must be what he",71,14,"[71.0,14.0]","[0.963384628870272,1.0384566305038794]","[course—‘_i, gave, her, one,, they, gave, him, two_—’, why,, that, must, be, what, he]"
"did with the tarts, you know—”",30,6,"[30.0,6.0]","[-0.4282822547265358,-0.4173083184128922]","[did, with, the, tarts,, you, know—”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“But, it goes on ‘_they all returned from him to you_,’” said Alice.",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[“but,, it, goes, on, ‘_they, all, returned, from, him, to, you_,’”, said, alice.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Why, there they are!” said the King triumphantly, pointing to the",66,11,"[66.0,11.0]","[0.7936691552609052,0.49254477466009]","[“why,, there, they, are!”, said, the, king, triumphantly,, pointing, to, the]"
tarts on the table. “Nothing can be clearer than _that_. Then,61,11,"[61.0,11.0]","[0.6239536816515383,0.49254477466009]","[tarts, on, the, table., “nothing, can, be, clearer, than, _that_., then]"
"again—‘_before she had this fit_—’ you never had fits, my dear, I",65,12,"[65.0,12.0]","[0.7597260605390318,0.6745153932746865]","[again—‘_before, she, had, this, fit_—’, you, never, had, fits,, my, dear,, i]"
think?” he said to the Queen.,29,6,"[29.0,6.0]","[-0.46222534944840915,-0.4173083184128922]","[think?”, he, said, to, the, queen.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Never!” said the Queen furiously, throwing an inkstand at the Lizard",69,11,"[69.0,11.0]","[0.8954984394265252,0.49254477466009]","[“never!”, said, the, queen, furiously,, throwing, an, inkstand, at, the, lizard]"
as she spoke. (The unfortunate little Bill had left off writing on his,70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[as, she, spoke., (the, unfortunate, little, bill, had, left, off, writing, on, his]"
"slate with one finger, as he found it made no mark; but he now hastily",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[slate, with, one, finger,, as, he, found, it, made, no, mark;, but, he, now, hastily]"
"began again, using the ink, that was trickling down his face, as long",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[began, again,, using, the, ink,, that, was, trickling, down, his, face,, as, long]"
as it lasted.),14,3,"[14.0,3.0]","[-0.9713717702765096,-0.9632201742566815]","[as, it, lasted.)]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Then the words don’t _fit_ you,” said the King, looking round the",66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[“then, the, words, don’t, _fit_, you,”, said, the, king,, looking, round, the]"
court with a smile. There was a dead silence.,45,9,"[45.0,9.0]","[0.08086416610156459,0.1286035374308971]","[court, with, a, smile., there, was, a, dead, silence.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“It’s a pun!” the King added in an offended tone, and everybody",63,12,"[63.0,12.0]","[0.6918398710952851,0.6745153932746865]","[“it’s, a, pun!”, the, king, added, in, an, offended, tone,, and, everybody]"
"laughed, “Let the jury consider their verdict,” the King said, for",66,11,"[66.0,11.0]","[0.7936691552609052,0.49254477466009]","[laughed,, “let, the, jury, consider, their, verdict,”, the, king, said,, for]"
about the twentieth time that day.,34,6,"[34.0,6.0]","[-0.29250987583904237,-0.4173083184128922]","[about, the, twentieth, time, that, day.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“No, no!” said the Queen. “Sentence first—verdict afterwards.”",62,8,"[62.0,8.0]","[0.6578967763734117,-0.053367081183699316]","[“no,, no!”, said, the, queen., “sentence, first—verdict, afterwards.”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“Stuff and nonsense!” said Alice loudly. “The idea of having the,64,11,"[64.0,11.0]","[0.7257829658171584,0.49254477466009]","[“stuff, and, nonsense!”, said, alice, loudly., “the, idea, of, having, the]"
sentence first!”,16,2,"[16.0,2.0]","[-0.9034855808327629,-1.145190792871278]","[sentence, first!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Hold your tongue!” said the Queen, turning purple.",51,8,"[51.0,8.0]","[0.28452273443280474,-0.053367081183699316]","[“hold, your, tongue!”, said, the, queen,, turning, purple.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“I won’t!” said Alice.,22,4,"[22.0,4.0]","[-0.6998270125015227,-0.781249555642085]","[“i, won’t!”, said, alice.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
“Off with her head!” the Queen shouted at the top of her voice. Nobody,70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[“off, with, her, head!”, the, queen, shouted, at, the, top, of, her, voice., nobody]"
moved.,6,1,"[6.0,1.0]","[-1.2429165280514964,-1.3271614114858743]",[moved.]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Who cares for you?” said Alice, (she had grown to her full size by",67,14,"[67.0,14.0]","[0.8276122499827785,1.0384566305038794]","[“who, cares, for, you?”, said, alice,, (she, had, grown, to, her, full, size, by]"
this time.) “You’re nothing but a pack of cards!”,49,9,"[49.0,9.0]","[0.21663654498905804,0.1286035374308971]","[this, time.), “you’re, nothing, but, a, pack, of, cards!”]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"At this the whole pack rose up into the air, and came flying down upon",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[at, this, the, whole, pack, rose, up, into, the, air,, and, came, flying, down, upon]"
"her: she gave a little scream, half of fright and half of anger, and",68,14,"[68.0,14.0]","[0.8615553447046519,1.0384566305038794]","[her:, she, gave, a, little, scream,, half, of, fright, and, half, of, anger,, and]"
"tried to beat them off, and found herself lying on the bank, with her",69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[tried, to, beat, them, off,, and, found, herself, lying, on, the, bank,, with, her]"
"head in the lap of her sister, who was gently brushing away some dead",69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[head, in, the, lap, of, her, sister,, who, was, gently, brushing, away, some, dead]"
leaves that had fluttered down from the trees upon her face.,60,11,"[60.0,11.0]","[0.590010586929665,0.49254477466009]","[leaves, that, had, fluttered, down, from, the, trees, upon, her, face.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Wake up, Alice dear!” said her sister; “Why, what a long sleep you’ve",70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[“wake, up,, alice, dear!”, said, her, sister;, “why,, what, a, long, sleep, you’ve]"
had!”,5,1,"[5.0,1.0]","[-1.2768596227733697,-1.3271614114858743]",[had!”]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"“Oh, I’ve had such a curious dream!” said Alice, and she told her",65,13,"[65.0,13.0]","[0.7597260605390318,0.8564860118892829]","[“oh,, i’ve, had, such, a, curious, dream!”, said, alice,, and, she, told, her]"
"sister, as well as she could remember them, all these strange",61,11,"[61.0,11.0]","[0.6239536816515383,0.49254477466009]","[sister,, as, well, as, she, could, remember, them,, all, these, strange]"
Adventures of hers that you have just been reading about; and when she,70,13,"[70.0,13.0]","[0.9294415341483986,0.8564860118892829]","[adventures, of, hers, that, you, have, just, been, reading, about;, and, when, she]"
"had finished, her sister kissed her, and said, “It _was_ a curious",66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[had, finished,, her, sister, kissed, her,, and, said,, “it, _was_, a, curious]"
"dream, dear, certainly: but now run in to your tea; it’s getting late.”",71,13,"[71.0,13.0]","[0.963384628870272,0.8564860118892829]","[dream,, dear,, certainly:, but, now, run, in, to, your, tea;, it’s, getting, late.”]"
"So Alice got up and ran off, thinking while she ran, as well she might,",71,15,"[71.0,15.0]","[0.963384628870272,1.2204272491184758]","[so, alice, got, up, and, ran, off,, thinking, while, she, ran,, as, well, she, might,]"
what a wonderful dream it had been.,35,7,"[35.0,7.0]","[-0.258566781117169,-0.23533769979829575]","[what, a, wonderful, dream, it, had, been.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"But her sister sat still just as she left her, leaning her head on her",70,15,"[70.0,15.0]","[0.9294415341483986,1.2204272491184758]","[but, her, sister, sat, still, just, as, she, left, her,, leaning, her, head, on, her]"
"hand, watching the setting sun, and thinking of little Alice and all",68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[hand,, watching, the, setting, sun,, and, thinking, of, little, alice, and, all]"
"her wonderful Adventures, till she too began dreaming after a fashion,",70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[her, wonderful, adventures,, till, she, too, began, dreaming, after, a, fashion,]"
and this was her dream:—,24,5,"[24.0,5.0]","[-0.631940823057776,-0.5992789370274886]","[and, this, was, her, dream:—]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"First, she dreamed of little Alice herself, and once again the tiny",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[first,, she, dreamed, of, little, alice, herself,, and, once, again, the, tiny]"
"hands were clasped upon her knee, and the bright eager eyes were",64,12,"[64.0,12.0]","[0.7257829658171584,0.6745153932746865]","[hands, were, clasped, upon, her, knee,, and, the, bright, eager, eyes, were]"
"looking up into hers—she could hear the very tones of her voice, and",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[looking, up, into, hers—she, could, hear, the, very, tones, of, her, voice,, and]"
see that queer little toss of her head to keep back the wandering hair,70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[see, that, queer, little, toss, of, her, head, to, keep, back, the, wandering, hair]"
"that _would_ always get into her eyes—and still as she listened, or",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[that, _would_, always, get, into, her, eyes—and, still, as, she, listened,, or]"
"seemed to listen, the whole place around her became alive with the",66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[seemed, to, listen,, the, whole, place, around, her, became, alive, with, the]"
strange creatures of her little sister’s dream.,47,7,"[47.0,7.0]","[0.14875035554531132,-0.23533769979829575]","[strange, creatures, of, her, little, sister’s, dream.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
The long grass rustled at her feet as the White Rabbit hurried by—the,69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[the, long, grass, rustled, at, her, feet, as, the, white, rabbit, hurried, by—the]"
frightened Mouse splashed his way through the neighbouring pool—she,67,9,"[67.0,9.0]","[0.8276122499827785,0.1286035374308971]","[frightened, mouse, splashed, his, way, through, the, neighbouring, pool—she]"
could hear the rattle of the teacups as the March Hare and his friends,70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[could, hear, the, rattle, of, the, teacups, as, the, march, hare, and, his, friends]"
"shared their never-ending meal, and the shrill voice of the Queen",65,11,"[65.0,11.0]","[0.7597260605390318,0.49254477466009]","[shared, their, never-ending, meal,, and, the, shrill, voice, of, the, queen]"
ordering off her unfortunate guests to execution—once more the pig-baby,71,10,"[71.0,10.0]","[0.963384628870272,0.31057415604549354]","[ordering, off, her, unfortunate, guests, to, execution—once, more, the, pig-baby]"
"was sneezing on the Duchess’s knee, while plates and dishes crashed",67,11,"[67.0,11.0]","[0.8276122499827785,0.49254477466009]","[was, sneezing, on, the, duchess’s, knee,, while, plates, and, dishes, crashed]"
"around it—once more the shriek of the Gryphon, the squeaking of the",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[around, it—once, more, the, shriek, of, the, gryphon,, the, squeaking, of, the]"
"Lizard’s slate-pencil, and the choking of the suppressed guinea-pigs,",69,9,"[69.0,9.0]","[0.8954984394265252,0.1286035374308971]","[lizard’s, slate-pencil,, and, the, choking, of, the, suppressed, guinea-pigs,]"
"filled the air, mixed up with the distant sobs of the miserable Mock",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[filled, the, air,, mixed, up, with, the, distant, sobs, of, the, miserable, mock]"
Turtle.,7,1,"[7.0,1.0]","[-1.2089734333296231,-1.3271614114858743]",[turtle.]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"So she sat on, with closed eyes, and half believed herself in",61,12,"[61.0,12.0]","[0.6239536816515383,0.6745153932746865]","[so, she, sat, on,, with, closed, eyes,, and, half, believed, herself, in]"
"Wonderland, though she knew she had but to open them again, and all",67,13,"[67.0,13.0]","[0.8276122499827785,0.8564860118892829]","[wonderland,, though, she, knew, she, had, but, to, open, them, again,, and, all]"
would change to dull reality—the grass would be only rustling in the,68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[would, change, to, dull, reality—the, grass, would, be, only, rustling, in, the]"
"wind, and the pool rippling to the waving of the reeds—the rattling",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[wind,, and, the, pool, rippling, to, the, waving, of, the, reeds—the, rattling]"
"teacups would change to tinkling sheep-bells, and the Queen’s shrill",68,10,"[68.0,10.0]","[0.8615553447046519,0.31057415604549354]","[teacups, would, change, to, tinkling, sheep-bells,, and, the, queen’s, shrill]"
"cries to the voice of the shepherd boy—and the sneeze of the baby, the",70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[cries, to, the, voice, of, the, shepherd, boy—and, the, sneeze, of, the, baby,, the]"
"shriek of the Gryphon, and all the other queer noises, would change",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[shriek, of, the, gryphon,, and, all, the, other, queer, noises,, would, change]"
(she knew) to the confused clamour of the busy farm-yard—while the,66,11,"[66.0,11.0]","[0.7936691552609052,0.49254477466009]","[(she, knew), to, the, confused, clamour, of, the, busy, farm-yard—while, the]"
lowing of the cattle in the distance would take the place of the Mock,69,14,"[69.0,14.0]","[0.8954984394265252,1.0384566305038794]","[lowing, of, the, cattle, in, the, distance, would, take, the, place, of, the, mock]"
Turtle’s heavy sobs.,20,3,"[20.0,3.0]","[-0.7677132019452694,-0.9632201742566815]","[turtle’s, heavy, sobs.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"Lastly, she pictured to herself how this same little sister of hers",67,12,"[67.0,12.0]","[0.8276122499827785,0.6745153932746865]","[lastly,, she, pictured, to, herself, how, this, same, little, sister, of, hers]"
"would, in the after-time, be herself a grown woman; and how she would",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[would,, in, the, after-time,, be, herself, a, grown, woman;, and, how, she, would]"
"keep, through all her riper years, the simple and loving heart of her",69,13,"[69.0,13.0]","[0.8954984394265252,0.8564860118892829]","[keep,, through, all, her, riper, years,, the, simple, and, loving, heart, of, her]"
"childhood: and how she would gather about her other little children,",68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[childhood:, and, how, she, would, gather, about, her, other, little, children,]"
"and make _their_ eyes bright and eager with many a strange tale,",64,12,"[64.0,12.0]","[0.7257829658171584,0.6745153932746865]","[and, make, _their_, eyes, bright, and, eager, with, many, a, strange, tale,]"
perhaps even with the dream of Wonderland of long ago: and how she,66,13,"[66.0,13.0]","[0.7936691552609052,0.8564860118892829]","[perhaps, even, with, the, dream, of, wonderland, of, long, ago:, and, how, she]"
"would feel with all their simple sorrows, and find a pleasure in all",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[would, feel, with, all, their, simple, sorrows,, and, find, a, pleasure, in, all]"
"their simple joys, remembering her own child-life, and the happy summer",71,11,"[71.0,11.0]","[0.963384628870272,0.49254477466009]","[their, simple, joys,, remembering, her, own, child-life,, and, the, happy, summer]"
days.,5,1,"[5.0,1.0]","[-1.2768596227733697,-1.3271614114858743]",[days.]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
THE END,8,2,"[8.0,2.0]","[-1.1750303386077496,-1.145190792871278]","[the, end]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
*** END OF THE PROJECT GUTENBERG EBOOK ALICE’S ADVENTURES IN WONDERLAND ***,75,12,"[75.0,12.0]","[1.0991570077577655,0.6745153932746865]","[***, end, of, the, project, gutenberg, ebook, alice’s, adventures, in, wonderland, ***]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
***** This file should be named 11-0.txt or 11-0.zip *****,58,10,"[58.0,10.0]","[0.5221243974859183,0.31057415604549354]","[*****, this, file, should, be, named, 11-0.txt, or, 11-0.zip, *****]"
This and all associated files of various formats will be found in:,66,12,"[66.0,12.0]","[0.7936691552609052,0.6745153932746865]","[this, and, all, associated, files, of, various, formats, will, be, found, in:]"
https://www.gutenberg.org/1/11/,35,5,"[35.0,5.0]","[-0.258566781117169,-0.5992789370274886]","[, , , , https://www.gutenberg.org/1/11/]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
Updated editions will replace the previous one--the old editions will,69,10,"[69.0,10.0]","[0.8954984394265252,0.31057415604549354]","[updated, editions, will, replace, the, previous, one--the, old, editions, will]"
be renamed.,11,2,"[11.0,2.0]","[-1.0732010544421295,-1.145190792871278]","[be, renamed.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
Creating the works from print editions not protected by U.S. copyright,70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[creating, the, works, from, print, editions, not, protected, by, u.s., copyright]"
"law means that no one owns a United States copyright in these works,",68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[law, means, that, no, one, owns, a, united, states, copyright, in, these, works,]"
so the Foundation (and you!) can copy and distribute it in the,62,12,"[62.0,12.0]","[0.6578967763734117,0.6745153932746865]","[so, the, foundation, (and, you!), can, copy, and, distribute, it, in, the]"
United States without permission and without paying copyright,61,8,"[61.0,8.0]","[0.6239536816515383,-0.053367081183699316]","[united, states, without, permission, and, without, paying, copyright]"
"royalties. Special rules, set forth in the General Terms of Use part",68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[royalties., special, rules,, set, forth, in, the, general, terms, of, use, part]"
"of this license, apply to copying and distributing Project",58,9,"[58.0,9.0]","[0.5221243974859183,0.1286035374308971]","[of, this, license,, apply, to, copying, and, distributing, project]"
Gutenberg-tm electronic works to protect the PROJECT GUTENBERG-tm,65,8,"[65.0,8.0]","[0.7597260605390318,-0.053367081183699316]","[gutenberg-tm, electronic, works, to, protect, the, project, gutenberg-tm]"
"concept and trademark. Project Gutenberg is a registered trademark,",67,9,"[67.0,9.0]","[0.8276122499827785,0.1286035374308971]","[concept, and, trademark., project, gutenberg, is, a, registered, trademark,]"
"and may not be used if you charge for an eBook, except by following",67,14,"[67.0,14.0]","[0.8276122499827785,1.0384566305038794]","[and, may, not, be, used, if, you, charge, for, an, ebook,, except, by, following]"
"the terms of the trademark license, including paying royalties for use",70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[the, terms, of, the, trademark, license,, including, paying, royalties, for, use]"
of the Project Gutenberg trademark. If you do not charge anything for,69,12,"[69.0,12.0]","[0.8954984394265252,0.6745153932746865]","[of, the, project, gutenberg, trademark., if, you, do, not, charge, anything, for]"
"copies of this eBook, complying with the trademark license is very",66,11,"[66.0,11.0]","[0.7936691552609052,0.49254477466009]","[copies, of, this, ebook,, complying, with, the, trademark, license, is, very]"
easy. You may use this eBook for nearly any purpose such as creation,68,13,"[68.0,13.0]","[0.8615553447046519,0.8564860118892829]","[easy., you, may, use, this, ebook, for, nearly, any, purpose, such, as, creation]"
"of derivative works, reports, performances and research. Project",64,8,"[64.0,8.0]","[0.7257829658171584,-0.053367081183699316]","[of, derivative, works,, reports,, performances, and, research., project]"
Gutenberg eBooks may be modified and printed and given away--you may,68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[gutenberg, ebooks, may, be, modified, and, printed, and, given, away--you, may]"
do practically ANYTHING in the United States with eBooks not protected,70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[do, practically, anything, in, the, united, states, with, ebooks, not, protected]"
by U.S. copyright law. Redistribution is subject to the trademark,65,10,"[65.0,10.0]","[0.7597260605390318,0.31057415604549354]","[by, u.s., copyright, law., redistribution, is, subject, to, the, trademark]"
"license, especially commercial redistribution.",46,4,"[46.0,4.0]","[0.11480726082343795,-0.781249555642085]","[license,, especially, commercial, redistribution.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
START: FULL LICENSE,19,3,"[19.0,3.0]","[-0.8016562966671428,-0.9632201742566815]","[start:, full, license]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
THE FULL PROJECT GUTENBERG LICENSE,34,5,"[34.0,5.0]","[-0.29250987583904237,-0.5992789370274886]","[the, full, project, gutenberg, license]"
PLEASE READ THIS BEFORE YOU DISTRIBUTE OR USE THIS WORK,55,10,"[55.0,10.0]","[0.4202951133202982,0.31057415604549354]","[please, read, this, before, you, distribute, or, use, this, work]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
To protect the Project Gutenberg-tm mission of promoting the free,65,10,"[65.0,10.0]","[0.7597260605390318,0.31057415604549354]","[to, protect, the, project, gutenberg-tm, mission, of, promoting, the, free]"
"distribution of electronic works, by using or distributing this work",68,10,"[68.0,10.0]","[0.8615553447046519,0.31057415604549354]","[distribution, of, electronic, works,, by, using, or, distributing, this, work]"
"(or any other work associated in any way with the phrase \"Project",65,12,"[65.0,12.0]","[0.7597260605390318,0.6745153932746865]","[(or, any, other, work, associated, in, any, way, with, the, phrase, \"project]"
"Gutenberg\"), you agree to comply with all the terms of the Full",63,12,"[63.0,12.0]","[0.6918398710952851,0.6745153932746865]","[gutenberg\"),, you, agree, to, comply, with, all, the, terms, of, the, full]"
Project Gutenberg-tm License available with this file or online at,66,10,"[66.0,10.0]","[0.7936691552609052,0.31057415604549354]","[project, gutenberg-tm, license, available, with, this, file, or, online, at]"
www.gutenberg.org/license.,26,1,"[26.0,1.0]","[-0.5640546336140292,-1.3271614114858743]",[www.gutenberg.org/license.]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
Section 1. General Terms of Use and Redistributing Project,58,9,"[58.0,9.0]","[0.5221243974859183,0.1286035374308971]","[section, 1., general, terms, of, use, and, redistributing, project]"
Gutenberg-tm electronic works,29,3,"[29.0,3.0]","[-0.46222534944840915,-0.9632201742566815]","[gutenberg-tm, electronic, works]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
1.A. By reading or using any part of this Project Gutenberg-tm,62,11,"[62.0,11.0]","[0.6578967763734117,0.49254477466009]","[1.a., by, reading, or, using, any, part, of, this, project, gutenberg-tm]"
"electronic work, you indicate that you have read, understand, agree to",70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[electronic, work,, you, indicate, that, you, have, read,, understand,, agree, to]"
and accept all the terms of this license and intellectual property,66,11,"[66.0,11.0]","[0.7936691552609052,0.49254477466009]","[and, accept, all, the, terms, of, this, license, and, intellectual, property]"
(trademark/copyright) agreement. If you do not agree to abide by all,68,11,"[68.0,11.0]","[0.8615553447046519,0.49254477466009]","[(trademark/copyright), agreement., if, you, do, not, agree, to, abide, by, all]"
"the terms of this agreement, you must cease using and return or",63,12,"[63.0,12.0]","[0.6918398710952851,0.6745153932746865]","[the, terms, of, this, agreement,, you, must, cease, using, and, return, or]"
destroy all copies of Project Gutenberg-tm electronic works in your,67,10,"[67.0,10.0]","[0.8276122499827785,0.31057415604549354]","[destroy, all, copies, of, project, gutenberg-tm, electronic, works, in, your]"
possession. If you paid a fee for obtaining a copy of or access to a,68,15,"[68.0,15.0]","[0.8615553447046519,1.2204272491184758]","[possession., if, you, paid, a, fee, for, obtaining, a, copy, of, or, access, to, a]"
Project Gutenberg-tm electronic work and you do not agree to be bound,69,12,"[69.0,12.0]","[0.8954984394265252,0.6745153932746865]","[project, gutenberg-tm, electronic, work, and, you, do, not, agree, to, be, bound]"
"by the terms of this agreement, you may obtain a refund from the",64,13,"[64.0,13.0]","[0.7257829658171584,0.8564860118892829]","[by, the, terms, of, this, agreement,, you, may, obtain, a, refund, from, the]"
person or entity to whom you paid the fee as set forth in paragraph,67,14,"[67.0,14.0]","[0.8276122499827785,1.0384566305038794]","[person, or, entity, to, whom, you, paid, the, fee, as, set, forth, in, paragraph]"
1.E.8.,6,1,"[6.0,1.0]","[-1.2429165280514964,-1.3271614114858743]",[1.e.8.]
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"1.B. \"Project Gutenberg\" is a registered trademark. It may only be",66,11,"[66.0,11.0]","[0.7936691552609052,0.49254477466009]","[1.b., \"project, gutenberg\", is, a, registered, trademark., it, may, only, be]"
used on or associated in any way with an electronic work by people who,70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[used, on, or, associated, in, any, way, with, an, electronic, work, by, people, who]"
agree to be bound by the terms of this agreement. There are a few,65,14,"[65.0,14.0]","[0.7597260605390318,1.0384566305038794]","[agree, to, be, bound, by, the, terms, of, this, agreement., there, are, a, few]"
things that you can do with most Project Gutenberg-tm electronic works,70,11,"[70.0,11.0]","[0.9294415341483986,0.49254477466009]","[things, that, you, can, do, with, most, project, gutenberg-tm, electronic, works]"
even without complying with the full terms of this agreement. See,65,11,"[65.0,11.0]","[0.7597260605390318,0.49254477466009]","[even, without, complying, with, the, full, terms, of, this, agreement., see]"
paragraph 1.C below. There are a lot of things you can do with Project,70,14,"[70.0,14.0]","[0.9294415341483986,1.0384566305038794]","[paragraph, 1.c, below., there, are, a, lot, of, things, you, can, do, with, project]"
Gutenberg-tm electronic works if you follow the terms of this,61,10,"[61.0,10.0]","[0.6239536816515383,0.31057415604549354]","[gutenberg-tm, electronic, works, if, you, follow, the, terms, of, this]"
agreement and help preserve free future access to Project Gutenberg-tm,70,10,"[70.0,10.0]","[0.9294415341483986,0.31057415604549354]","[agreement, and, help, preserve, free, future, access, to, project, gutenberg-tm]"
electronic works. See paragraph 1.E below.,42,6,"[42.0,6.0]","[-0.02096511806405548,-0.4173083184128922]","[electronic, works., see, paragraph, 1.e, below.]"
"",0,1,"[0.0,1.0]","[-1.4465750963827366,-1.3271614114858743]",[]
"1.C. The Project Gutenberg Literary Archive Foundation (\"the",60,8,"[60.0,8.0]","[0.590010586929665,-0.053367081183699316]","[1.c., the, project, gutenberg, literary, archive, foundation, (\"the]"
"Foundation\" or PGLAF), owns a compilation copyright in the collection",69,10,"[69.0,10.0]","[0.8954984394265252,0.31057415604549354]","[foundation\", or, pglaf),, owns, a, compilation, copyright, in, the, collection]"
of Project Gutenberg-tm electronic works. Nearly all the individual,67,9,"[67.0,9.0]","[0.8276122499827785,0.1286035374308971]","[of, project, gutenberg-tm, electronic, works., nearly, all, the, individual]"
works in the collection are in the public domain in the United,62,12,"[62.0,12.0]","[0.6578967763734117,0.6745153932746865]","[works, in, the, collection, are, in, the, public, domain, in, the, united]"
States. If an individual work is unprotected by copyright law in the,68,12,"[68.0,12.0]","[0.8615553447046519,0.6745153932746865]","[states., if, an, individual, work, is, unprotected, by, copyright, law, in, the]"
